imo,name_owner_builder_raw,capacity_cm,cargo_type,vessel_type,propulsion_type,delivery_year
9624914,Hoegh Gandria Hoegh Samsung,160000,Membrane,Conventional,DFDE,2013
9822451,Hoegh Gannet Hoegh HD Hyundai,170000,Membrane,FSRU,DFDE,2018
9762962,Hoegh Giant Hoegh HD Hyundai,170000,Membrane,FSRU,DFDE,2017
9674907,Hoegh Grace Hoegh HD Hyundai,170000,Membrane,FSRU,DFDE,2016
9250725,Hongkong Energy Sinokor Merchant Marine Hanwha Ocean,140500,Membrane,Conventional,Steam,2004
9958652,Huashan (1835A) United Liquefied Gas Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2024
9904209,Huelva Knutsen Knutsen OAS HD Hyundai,174000,Membrane,Conventional,X-DF,2022
9179581,Hyundai Aquapia Hyundai LNG Shipping HD Hyundai,135000,Spherical,Conventional,Steam,2000
9155157,Hyundai Cosmopia Hyundai LNG Shipping HD Hyundai,135000,Spherical,Conventional,Steam,2000
9372999,Hyundai Ecopia Hyundai LNG Shipping HD Hyundai,150000,Membrane,Conventional,Steam,2008
9183269,Hyundai Oceanpia Hyundai LNG Shipping HD Hyundai,135000,Spherical,Conventional,Steam,2000
9256200,Fuwairit MOL Samsung,138300,Membrane,Conventional,Steam,2004
9877145,Gail Bhuwan MOL Hanwha Ocean,176500,Membrane,Conventional,X-DF,2021
9949027,Gail Urja MOL Hanwha Ocean,174000,Membrane,Conventional,X-DF,2024
9864928,Gaslog Galveston GasLog Samsung,174000,Membrane,Conventional,X-DF,2021
9707508,Gaslog Geneva GasLog Samsung,174000,Membrane,Conventional,DFDE,2016
9744013,Gaslog Genoa GasLog Samsung,174000,Membrane,Conventional,X-DF,2018
9864916,Gaslog Georgetown GasLog Samsung,174000,Membrane,Conventional,X-DF,2020
9707510,Gaslog Gibraltar GasLog Samsung,174000,Membrane,Conventional,DFDE,2016
9744025,Gaslog Gladstone GasLog Samsung,174000,Membrane,Conventional,X-DF,2019
9687021,Gaslog Glasgow GasLog Samsung,174000,Membrane,Conventional,DFDE,2016
9687019,Gaslog Greece GasLog Samsung,174000,Membrane,Conventional,DFDE,2016
9748904,Gaslog Hongkong GasLog HD Hyundai,174000,Membrane,Conventional,X-DF,2018
9748899,Gaslog Houston GasLog HD Hyundai,174000,Membrane,Conventional,X-DF,2018
9962407,Gaslog Italy (2532) Gaslog Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2024
9638915,Gaslog Salem CDB Leasing Samsung,155000,Membrane,Conventional,DFDE,2015
9600530,Gaslog Santiago GasLog Samsung,155000,Membrane,Conventional,DFDE,2013
9638903,Gaslog Saratoga CDB Leasing Samsung,155000,Membrane,Conventional,DFDE,2014
9352860,Gaslog Savannah GasLog Samsung,155000,Membrane,Conventional,DFDE,2010
9634086,Gaslog Seattle GasLog Samsung,155000,Membrane,Conventional,DFDE,2013
9600528,Gaslog Shanghai CDB Leasing Samsung,155000,Membrane,Conventional,DFDE,2013
9355604,Gaslog Singapore GasLog Samsung,155000,Membrane,FSU,DFDE,2010
9626285,Gaslog Skagen CDB Leasing Samsung,155000,Membrane,Conventional,DFDE,2013
9626273,Gaslog Sydney CDB Leasing Samsung,155000,Membrane,Conventional,DFDE,2013
9853137,Gaslog Wales GasLog Samsung,180000,Membrane,Conventional,X-DF,2020
9816763,Gaslog Warsaw GasLog Samsung,180000,Membrane,Conventional,X-DF,2019
9876660,Gaslog Wellington GasLog Samsung,180000,Membrane,Conventional,X-DF,2021
9855812,Gaslog Westminster GasLog Samsung,180000,Membrane,Conventional,X-DF,2020
9876737,Gaslog Winchester GasLog Samsung,180000,Membrane,Conventional,X-DF,2021
9819650,Gaslog Windsor GasLog Samsung,180000,Membrane,Conventional,X-DF,2020
9768382,Georgiy Brusilov Dynagas Hanwha Ocean,172600,Membrane,,DFDE,2018
9750749,"Georgiy Ushakov Seapeak, China LNG Shipping Hanwha Ocean",172000,Membrane,,DFDE,2019
9038452,Ghasha National Gas Shipping Co Mitsui,135000,Spherical,Conventional,Steam,1995
9360922,"Gigira Laitebo MOL, Itochu HD Hyundai",155000,Membrane,Conventional,DFDE,2010
9845013,Global Energy Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2020
9880465,Global Sea Spirit Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,X-DF,2021
9880477,Global Sealine Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,X-DF,2022
9859741,"Global Star Maran Gas Maritime, Nakilat Hanwha Ocean",173400,Membrane,Conventional,ME-GI,2021
9253105,Golar Arctic Golar Hanwha Ocean,140000,Membrane,Conventional,Steam,2003
9655808,Golar Tundra Snam Samsung,170000,Membrane,FSRU,DFDE,2015
9321756,Golden Isaia (ex-Methane Shirley Elizabeth) Sillo Maritime Samsung,145000,Membrane,Conventional,Steam,2007
9626039,Kool Husky CoolCo Samsung,160000,Membrane,Conventional,DFDE,2014
9637325,Kool Ice CoolCo Samsung,160000,Membrane,Conventional,DFDE,2015
9654701,Kool Kelvin CoolCo HD Hyundai,162000,Membrane,Conventional,DFDE,2015
9870525,Kool Orca CoolCo HD Hyundai,174000,Membrane,Conventional,X-DF,2021
9976135,Kool Tiger (HSHI-8196) CoolCo HD Hyundai,174000,Membrane,Conventional,ME-GA,2024
9613161,"Kumul MOL, China LNG Hudong- Zhonghua",172000,Membrane,Conventional,SSD,2016
9915911,Kunlun COSCO Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2023
9721724,La Mancha Knutsen Knutsen OAS HD Hyundai,176000,Membrane,Conventional,ME-GI,2016
9845764,La Seine TMS Cardiff Gas HD Hyundai,174000,Membrane,Conventional,X-DF,2020
9165011,Lady Eva PT Mitrausaha Tanker Persada Mitsubishi Heavy Industries,135225,Spherical,Conventional,Steam,2000
9905980,Lagenda Serenity K Line Hudong- Zhonghua,80000,Membrane,,X-DF,2022
9952816,Lagenda Setia K Line Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2023
9905978,Lagenda Suria K Line Hudong- Zhonghua,80000,Membrane,,X-DF,2022
9275347,Lalla Fatma N'soumer HYPROC Kawasaki,147300,Spherical,Conventional,Steam,2004
9922976,Lech Kaczynski Knutsen OAS HD Hyundai,174000,Membrane,Conventional,X-DF,2023
9629598,Lena River Dynagas HD Hyundai,155000,Membrane,Conventional,DFDE,2013
9388819,Lijmiliya Nakilat Hanwha Ocean,263300,Membrane,Q-Max,SSD,2009
9690171,LNG Abalamabie BGT LTD Samsung,175000,Membrane,Conventional,DFDE,2016
9690169,LNG Abuja II BGT LTD Samsung,175000,Membrane,Conventional,DFDE,2016
9262211,LNG Adamawa BGT LTD HD Hyundai,141000,Spherical,Conventional,Steam,2005
9870159,LNG Adventure France LNG Shipping Samsung,174000,Membrane,Conventional,X-DF,2021
9262209,LNG Akwa Ibom BGT LTD HD Hyundai,141000,Spherical,Conventional,Steam,2004
9320075,LNG Alliance GazOcean Chantiers de l'Atlantique,154500,Membrane,Conventional,DFDE,2007
9341299,"LNG Barka Asyad Shipping, Osaka Gas, NYK Line, K Line Kawasaki",153600,Spherical,Conventional,Steam,2008
9241267,LNG Bayelsa BGT LTD HD Hyundai,137000,Spherical,Conventional,Steam,2003
9267015,LNG Benue BW Hanwha Ocean,145700,Membrane,Conventional,Steam,2006
9692002,LNG Bonny II BGT LTD HD Hyundai,177000,Membrane,Conventional,DFDE,2015
9322803,LNG Borno NYK Line Samsung,149600,Membrane,Conventional,Steam,2007
9256767,LNG Croatia LNG Hrvatska HD Hyundai,138000,Membrane,FSRU,Steam,2005
9262223,LNG Cross River BGT LTD HD Hyundai,141000,Spherical,Conventional,Steam,2005
9277620,LNG Dream NYK Line Kawasaki,145300,Spherical,Conventional,Steam,2006
9834296,"LNG Dubhe MOL, COSCO Hudong- Zhonghua",174000,Membrane,Conventional,X-DF,2019
9329291,"LNG Ebisu MOL, KEPCO Kawasaki",147500,Spherical,Conventional,Steam,2008
9893606,LNG Endeavour NYK Line Samsung,174000,Membrane,Conventional,X-DF,2021
9874492,LNG Endurance NYK Line Samsung,174000,Membrane,Conventional,X-DF,2021
9874480,LNG Enterprise NYK Line Samsung,174000,Membrane,Conventional,X-DF,2021
9266994,LNG Enugu BW Hanwha Ocean,145000,Membrane,Conventional,Steam,2005
9690145,LNG Finima II BGT LTD Samsung,175000,Membrane,Conventional,DFDE,2015
9761853,Hyundai Peacepia Hyundai LNG Shipping Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2017
9761841,Hyundai Princepia Hyundai LNG Shipping Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2017
9155145,Hyundai Technopia Hyundai LNG Shipping HD Hyundai,135000,Spherical,Conventional,Steam,1999
9018555,Hyundai Utopia Hyundai LNG Shipping HD Hyundai,125200,Spherical,Conventional,Steam,1994
9326603,Iberica Knutsen Knutsen OAS Hanwha Ocean,138000,Membrane,Conventional,Steam,2006
9326689,"Ibra LNG Asyad Shipping, MOL Samsung",147600,Membrane,Conventional,Steam,2006
9317315,"Ibri LNG Asyad Shipping, MOL, Mitsubishi Mitsubishi",147600,Spherical,Conventional,Steam,2006
9977220,Id'Asah (2596) JP Morgan Samsung,174000,Membrane,Conventional,ME-GA,2024
9946398,Ignacy Lukasiewicz Knutsen OAS HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9629536,Independence Klaipedos Nafta HD Hyundai,170100,Membrane,FSRU,DFDE,2014
9874820,Isabella Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,X-DF,2021
9035864,Ish National Gas Shipping Co Mitsubishi,137300,Spherical,FSU,Steam,1995
9854935,Jawa Satu Jawa Satu Regas Samsung,170000,Membrane,FSRU,DFDE,2021
9901350,John A Angelicoussis Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2022
9157636,K. Acacia Korea Line Hanwha Ocean,138000,Membrane,Conventional,Steam,2000
9186584,K. Freesia Korea Line Hanwha Ocean,138000,Membrane,Conventional,Steam,2000
9373008,K. Jasmine Korea Line Hanwha Ocean,145700,Membrane,Conventional,Steam,2008
9373010,K. Mugungwha Korea Line Hanwha Ocean,151700,Membrane,Conventional,Steam,2008
9306495,Karadeniz LNGT Powership Anatolia Karpowership Chantiers de l'Atlantique,154472,Membrane,Conventional,DFDE,2006
9043677,"Karmol LNGT Powership Africa Karpowership, MOL Mitsubishi",127386,Spherical,FSRU,Steam,1991
9020766,"Karmol LNGT Powership Europe (ex-LNG Vesta) Karpowership, MOL Mitsubishi",128000,Spherical,FSRU,Steam,1994
9785158,Kinisis Chandris Group Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2018
9636723,Kita LNG TMS Cardiff Gas Hanwha Ocean,160100,Membrane,Conventional,DFDE,2014
9064073,KLNGTP Black Sea MISC Sestri,65000,Membrane,Conventional,Steam,1996
9064085,KLNGTP Marmara MISC Sestri,65000,Membrane,Conventional,Steam,1998
9333620,Kmarin Diamond BP HD Hyundai,155000,Membrane,Conventional,DFDE,2008
9958664,Kongtong (ex-Hudong- Zhonghua H1836A) United Liquefied Gas Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2024
9654878,Kool Baltic CoolCo STX,170200,Membrane,Conventional,DFDE,2015
9635315,Kool Blizzard CoolCo Samsung,160000,Membrane,Conventional,DFDE,2015
9654880,Kool Boreas CoolCo STX,170200,Membrane,Conventional,DFDE,2015
9624926,Kool Crystal CoolCo Samsung,160000,Membrane,Conventional,DFDE,2014
9864746,Kool Firn CoolCo HD Hyundai,174000,Membrane,Conventional,X-DF,2020
9655042,Kool Frost CoolCo Samsung,160000,Membrane,Conventional,DFDE,2014
9654696,Kool Glacier CoolCo HD Hyundai,162000,Membrane,Conventional,DFDE,2014
9770921,Magdala Seapeak Hanwha Ocean,173000,Membrane,Conventional,ME-GI,2018
9904182,Malaga Knutsen Knutsen OAS HD Hyundai,174000,Membrane,Conventional,X-DF,2022
9490959,"Malanje Mitsui, NYK Line, Seapeak Samsung",160400,Membrane,Conventional,DFDE,2011
9682588,Maran Gas Achilles Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,DFDE,2015
9682590,Maran Gas Agamemnon Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,ME-GI,2016
9650054,Maran Gas Alexandria Maran Gas Maritime HD Hyundai,161900,Membrane,Conventional,DFDE,2015
9887217,Maran Gas Amorgos Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,X-DF,2021
9701217,Maran Gas Amphipolis Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,DFDE,2016
9810379,Maran Gas Andros Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2019
9941520,Maran Gas Antibes (2474) Maran Gas Maritime Samsung,174000,Membrane,Conventional,X-DF,2024
9633422,Maran Gas Apollonia Maran Gas Maritime HD Hyundai,161900,Membrane,Conventional,DFDE,2014
9302499,"Maran Gas Asclepius Maran Gas Maritime, Nakilat Hanwha Ocean",145800,Membrane,Conventional,Steam,2005
9753014,Maran Gas Chios Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2019
9331048,"Maran Gas Coronis Maran Gas Maritime, Nakilat Hanwha Ocean",145700,Membrane,Conventional,Steam,2007
9633173,Maran Gas Delphi Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2014
9627497,Maran Gas Efessos Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2014
9682605,Maran Gas Hector Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,DFDE,2016
9767962,Maran Gas Hydra Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2019
9892717,Maran Gas Ithaca Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,X-DF,2021
9883742,Maran Gas Kalymnos Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,X-DF,2021
9956408,Maran Gas Kastelorizo Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2024
9956393,Maran Gas Kimolos Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2024
9682576,Maran Gas Leto Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,DFDE,2016
9627502,Maran Gas Lindos Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2015
9924869,Maran Gas Marseille Maran Gas Maritime Samsung,174000,Membrane,Conventional,X-DF,2023
9658238,Maran Gas Mystras Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2015
9941518,Maran Gas Nice (2473) Maran Gas Maritime Samsung,174000,Membrane,Conventional,X-DF,2024
9732371,Maran Gas Olympias Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,DFDE,2017
9709489,Maran Gas Pericles Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,DFDE,2016
9633434,Maran Gas Posidonia Maran Gas Maritime HD Hyundai,161900,Membrane,Conventional,DFDE,2014
9844863,Maran Gas Psara Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2020
9666986,"LNG Fukurokuju MOL, KEPCO Kawasaki",165100,Spherical,Conventional,Steam,2016
9892133,LNG Geneva CSSC Shpg Leasing Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2024
9917555,LNG Harmony JP Morgan HD Hyundai,174000,Membrane,Conventional,X-DF,2023
9311581,LNG Imo BW Hanwha Ocean,148500,Membrane,Conventional,Steam,2008
9200316,"LNG Jamal NYK Line, Osaka Gas Mitsubishi",137000,Spherical,Conventional,Steam,2000
9769855,LNG Jia Xing Landmark Capital Xiamen Shipbuilding Industry,45000,Prismatic,,DFDE,2019
9774628,LNG Juno MOL Mitsubishi,177300,Spherical,Conventional,,2018
9341689,"LNG Jupiter NYK Line, Osaka Gas Kawasaki",156000,Spherical,Conventional,Steam,2009
9666998,"LNG Jurojin MOL, KEPCO Mitsubishi",155300,Spherical,Conventional,Steam,2015
9311567,LNG Kano BW Hanwha Ocean,148300,Membrane,Conventional,Steam,2007
9372963,LNG Kolt Pan Ocean Hanjin H.I.,153000,Membrane,Conventional,Steam,2008
9692014,LNG Lagos II BGT LTD HD Hyundai,177000,Membrane,Conventional,DFDE,2016
9269960,LNG Lokoja BW Hanwha Ocean,148300,Membrane,Conventional,Steam,1989
9645748,"LNG Mars MOL, Osaka Gas Mitsubishi",155000,Spherical,Conventional,Steam,2016
9834325,"LNG Megrez MOL, COSCO Hudong- Zhonghua",174000,Membrane,Conventional,X-DF,2020
9834301,"LNG Merak MOL, COSCO Hudong- Zhonghua",174000,Membrane,Conventional,X-DF,2020
9322815,LNG Ogun NYK Line Samsung,149600,Membrane,Conventional,Steam,2007
9311579,LNG Ondo BW Hanwha Ocean,148300,Membrane,Conventional,Steam,2007
9267003,LNG Oyo BW Hanwha Ocean,145800,Membrane,Conventional,Steam,2005
9834313,"LNG Phecda MOL, COSCO Hudong- Zhonghua",174000,Membrane,Conventional,X-DF,2020
9690157,LNG Port- Harcourt II BGT LTD Samsung,175000,Membrane,Conventional,DFDE,2015
9902938,LNG Prosperity JP Morgan HD Hyundai,174000,Membrane,Conventional,X-DF,2023
9262235,LNG River Niger BGT LTD HD Hyundai,141000,Spherical,Conventional,Steam,2006
9266982,LNG River Orashi BW Hanwha Ocean,145900,Membrane,Conventional,Steam,2004
9877133,LNG Rosenrot MOL Hanwha Ocean,174000,Membrane,Conventional,X-DF,2021
9774135,"LNG Sakura NYK Line, KEPCO Kawasaki",177000,Spherical,Conventional,DFDE,2018
9696149,LNG Saturn MOL Mitsubishi,155700,Spherical,Conventional,Steam,2016
9771913,LNG Schneewei- sschen MOL Hanwha Ocean,180000,Membrane,Conventional,X-DF,2018
9216303,LNG Sokoto BGT LTD HD Hyundai,137000,Spherical,Conventional,Steam,2002
9645736,"LNG Venus MOL, Osaka Gas Mitsubishi",155000,Spherical,Conventional,Steam,2014
9872949,LNGships Athena TMS Cardiff Gas HD Hyundai,174000,Membrane,Conventional,X-DF,2021
9875800,LNGships Empress TMS Cardiff Gas Samsung,174000,Membrane,Conventional,X-DF,2021
9872901,LNGships Manhatten TMS Cardiff Gas HD Hyundai,174000,Membrane,Conventional,X-DF,2021
9045132,LNGT Americas Karpowership Mitsubishi,126800,Spherical,Conventional,Steam,1994
9490961,"Lobito Mitsui, NYK Line, Seapeak Samsung",160400,Membrane,Conventional,DFDE,2011
9285952,"Lusail K Line, MOL, NYK Line, Nakilat Samsung",145700,Membrane,Conventional,Steam,2005
9705653,Macoma Seapeak Hanwha Ocean,173000,Membrane,Conventional,ME-GI,2017
9305128,Min Lu China LNG Ship Mgmt Hudong- Zhonghua,147200,Membrane,Conventional,Steam,2009
9305116,Min Rong China LNG Ship Mgmt Hudong- Zhonghua,147600,Membrane,Conventional,Steam,2009
9885855,Minerva Amorgos Minerva Marine Samsung,174000,Membrane,Conventional,X-DF,2022
9877341,Minerva Chios Minerva Marine Samsung,174000,Membrane,Conventional,X-DF,2021
9869942,Minerva Kalymnos Minerva Marine Samsung,174000,Membrane,Conventional,X-DF,2021
9854375,Minerva Limnos Minerva Marine Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2021
9854363,Minerva Psara Minerva Marine Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2021
9885996,MOL Hestia MOL Hanwha Ocean,173400,Membrane,Conventional,X-DF,2021
9337755,Mozah Nakilat Samsung,266300,Membrane,Q-Max,SSD,2008
9074638,Mraweh National Gas Shipping Co Kvaerner Masa,135000,Spherical,Conventional,Steam,1996
9878876,Mu Lan CSSC Shpg Leasing Hudong- Zhonghua,178000,Membrane,Conventional,X-DF,2021
9074626,Mubaraz National Gas Shipping Co Kvaerner Masa,135000,Spherical,Conventional,Steam,1996
9864837,Mulan Spirit Nur Global Shipping Jiangnan,79800,Membrane,,X-DF,2023
9705641,Murex Seapeak Hanwha Ocean,173000,Membrane,Conventional,ME-GI,2017
9360805,"Murwab NYK Line, K Line, MOL, lino, Mitsui, Nakilat Hanwha Ocean",210100,Membrane,Q-Flex,SSD,2008
9770933,Myrina Seapeak Hanwha Ocean,173000,Membrane,Conventional,ME-GI,2018
9926714,Nantes Knutsen (Hull 8100) Knutsen OAS HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9324277,Neo Energy Nur Global Shipping HD Hyundai,150000,Spherical,Conventional,Steam,2007
9385673,"Neptune Hoegh, MOL, TLTC Samsung",145000,Membrane,FSRU,DFDE,2009
9929106,New Apex Pan Ocean Samsung,174000,Membrane,Conventional,X-DF,2023
9926908,New Brave (ex-3221) Pan Ocean HD Hyundai,174000,Membrane,Conventional,ME-GA,2024
9947500,New Green ST (ex-3224) Pan Ocean HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9926910,New Nature (ex-3222) Pan Ocean HD Hyundai,174000,Membrane,Conventional,ME-GA,2024
9750660,"Nikolay Urvantsev MOL, COSCO Hanwha Ocean",172000,Membrane,,DFDE,2019
9750725,"Nikolay Yevgenov Seapeak, China LNG Shipping Hanwha Ocean",172000,Membrane,,DFDE,2019
9768526,Nikolay Zubov Dynagas Hanwha Ocean,172000,Membrane,,DFDE,2019
9294264,"Nizwa LNG Asyad Shipping, MOL Kawasaki",147700,Spherical,Conventional,Steam,2005
9796781,"Nohshu Maru MOL, JERA Mitsubishi",177300,Spherical,Conventional,,2019
9953509,North Air White Fox Ship Management Samsung,174000,Membrane,Conventional,X-DF,2023
9958298,North Light (Hull 2523) MOL Hanwha Ocean,174000,Membrane,Conventional,ME-GA,2024
9958303,North Moon (Hull 2524) MOL Hanwha Ocean,174000,Membrane,Conventional,ME-GA,2024
9953511,North Mountain White Fox Ship Management Samsung,174000,Membrane,Conventional,X-DF,2024
9958315,North Ocean MOL Hanwha Ocean,174000,Membrane,Conventional,ME-GA,2024
9953523,North Star White Fox Ship Management Samsung,174000,Membrane,Conventional,X-DF,2024
9953535,North Way (Hull 2583) White Fox Ship Management Samsung,174000,Membrane,Conventional,X-DF,2024
9701229,Maran Gas Roxana Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,DFDE,2017
9650042,Maran Gas Sparta Maran Gas Maritime HD Hyundai,161900,Membrane,Conventional,DFDE,2015
9767950,"Maran Gas Spetses Maran Gas Maritime, Nakilat Hanwha Ocean",173400,Membrane,Conventional,ME-GI,2018
9658240,Maran Gas Troy Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2015
9709491,Maran Gas Ulysses Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,DFDE,2017
9732369,Maran Gas Vergina Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,DFDE,2016
9659725,Maria Energy Tsakos HD Hyundai,174000,Membrane,Conventional,DFDE,2016
9778313,Marshal Vasilevskiy Gazprom HD Hyundai,174000,Membrane,FSRU,DFDE,2018
9770438,Marvel Crane NYK Line Mitsubishi,177000,Spherical,Conventional,,2019
9964182,Marvel Dove (Hull 8173) SK Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9759240,Marvel Eagle MOL Kawasaki,155000,Spherical,Conventional,DFDE,2018
9760768,Marvel Falcon MOL Samsung,174000,Membrane,Conventional,X-DF,2018
9760770,Marvel Hawk MOL Samsung,174000,Membrane,Conventional,X-DF,2018
9770440,Marvel Heron MOL Mitsubishi,177000,Spherical,Conventional,,2019
9760782,Marvel Kite Meiji Shipping Samsung,174000,Membrane,Conventional,X-DF,2019
9759252,Marvel Pelican MOL Kawasaki,155985,Spherical,Conventional,DFDE,2019
9962419,Marvel Phoenix Gaslog Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2024
9963449,Marvel Swallow (2536) MOL Hanwha Ocean,174000,Membrane,Conventional,ME-GA,2024
9880192,Marvel Swan Navigare Capital Partners Samsung,174000,Membrane,Conventional,DFDE,2021
9770945,Megara Seapeak Hanwha Ocean,173000,Membrane,Conventional,ME-GI,2018
9397303,Mekaines Nakilat Samsung,266500,Membrane,Q-Max,SSD,2009
9250191,Merchant Sinokor Merchant Marine Samsung,138200,Membrane,Conventional,Steam,2003
9337729,Mesaimeer Nakilat HD Hyundai,216300,Membrane,Q-Flex,SSD,2009
9243148,Metagas Everest Nur Global Shipping Hanwha Ocean,138000,Membrane,Conventional,Steam,2003
9321768,Methane Alison Victoria Gaslog Samsung,145000,Membrane,FSU,Steam,2007
9516129,Methane Becki Anne GasLog Samsung,170000,Membrane,Conventional,DFDE,2010
9321744,Methane Heather Sally Huaxia Financial Leasing Samsung,145000,Membrane,Conventional,Steam,2007
9307190,Methane Jane Elizabeth GasLog Samsung,145000,Membrane,Conventional,Steam,2006
9412880,Methane Julia Louise MOL Samsung,170000,Membrane,Conventional,DFDE,2010
9520376,Methane Mickie Harper Meiji Shipping Samsung,170000,Membrane,Conventional,DFDE,2010
9321770,"Methane Nile Eagle Shell, Gaslog Samsung",145000,Membrane,Conventional,Steam,2007
9425277,Methane Patricia Camila Meiji Shipping Samsung,170000,Membrane,Conventional,DFDE,2010
9307188,"Methane Rita Andrea Shell, Gaslog Samsung",145000,Membrane,Conventional,Steam,2006
9321732,"Milaha Qatar Nakilat, Qatar Shpg., SocGen Samsung",145600,Membrane,Conventional,Steam,2006
9255854,"Milaha Ras Laffan Nakilat, Qatar Shpg., SocGen Samsung",138300,Membrane,Conventional,Steam,2004
9264910,Prima Carrier (ex-Pacific Eurus) Soechi Lines Mitsubishi,137000,Spherical,Conventional,Steam,2006
9256793,Prima Concord Soechi Lines Samsung,138000,Membrane,Conventional,Steam,2004
9810549,Prism Agility SK Shipping HD Hyundai,180000,Membrane,Conventional,X-DF,2019
9810551,Prism Brilliance SK Shipping HD Hyundai,180000,Membrane,Conventional,X-DF,2019
9888481,Prism Courage SK Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2021
9904651,Prism Diversity SK Shipping HD Hyundai,180000,Membrane,Conventional,X-DF,2022
9630028,Pskov Sovcomflot STX,170200,Membrane,Conventional,DFDE,2014
9030814,Puteri Delima MISC Chantiers de l'Atlantique,130000,Membrane,Conventional,Steam,1995
9248502,Puteri Firus Satu MISC Mitsubishi,137500,Membrane,Conventional,Steam,2004
9030802,Puteri Intan MISC Chantiers de l'Atlantique,130000,Membrane,Conventional,Steam,1994
9947598,Puteri Ledang (ex-Hull 3297) Hyundai LNG Shipping HD Hyundai,174000,Membrane,Conventional,ME-GA,2024
9947603,Puteri Mahsuri (ex-Hull 3298) Hyundai LNG Shipping HD Hyundai,174000,Membrane,Conventional,ME-GA,2024
9261205,Puteri Mutiara Satu MISC Mitsui,137000,Membrane,Conventional,Steam,2005
9030826,Puteri Nilam MISC Chantiers de l'Atlantique,130000,Membrane,Conventional,Steam,1995
9229647,Puteri Nilam Satu MISC Mitsubishi Heavy Industries,134833,Membrane,Conventional,Steam,2003
9937945,Puteri Saadong Hyundai LNG Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9937957,Puteri Santubong (ex-Hull 3295) Hyundai LNG Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9937969,Puteri Sejinjang - 3 (Hull 3296) Hyundai LNG Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2024
9030838,Puteri Zamrud MISC Chantiers de l'Atlantique,130000,Membrane,Conventional,Steam,1996
9245031,Puteri Zamrud Satu MISC Mitsui,137500,Membrane,Conventional,Steam,2004
9851787,Qogir TMS Cardiff Gas Samsung,174000,Membrane,Conventional,X-DF,2020
9963853,Quest Kirishima (2604) NYK Line Samsung,174000,Membrane,Conventional,X-DF,2024
9253703,"Raahi MOL, NYK Line, K Line, SCI, Nakilat, Petronet Hanwha Ocean",138100,Membrane,Conventional,Steam,2004
9443413,Rasheeda Nakilat Samsung,266300,Membrane,Q-Max,ME-GI,2010
